0.000000,0.000000,2.077873,-0.056996
0.000000,0.000000,2.077873,-0.056996
0.000000,0.000000,2.077873,-0.056996
0.000000,0.000000,2.077873,-0.056996
0.000000,0.000000,2.077900,-0.057260
0.000000,0.000000,2.078024,-0.058208
0.000000,0.000000,2.078223,-0.058459
0.000788,-0.000000,2.078516,-0.058734
0.000788,-0.000000,2.078893,-0.059002
0.000788,-0.000000,2.079420,-0.059375
0.000788,-0.000000,2.080048,-0.059585
0.000788,-0.000000,2.080765,-0.059794
0.004044,-0.000004,2.081615,-0.060343
0.004044,-0.000004,2.082595,-0.060753
0.004044,-0.000004,2.083764,-0.061235
0.004044,-0.000004,2.085000,-0.061554
0.009743,-0.000016,2.086402,-0.061607
0.010485,-0.000018,2.087897,-0.061716
0.010485,-0.000018,2.089470,-0.061993
0.010485,-0.000018,2.091135,-0.062358
0.010485,-0.000018,2.092938,-0.062679
0.017542,-0.000036,2.094835,-0.062909
0.017542,-0.000036,2.096795,-0.063386
0.017542,-0.000036,2.098819,-0.063811
0.017542,-0.000036,2.100890,-0.064301
0.017542,-0.000036,2.103032,-0.064943
0.026941,-0.000067,2.105177,-0.065736
0.026941,-0.000067,2.107368,-0.066441
0.026941,-0.000067,2.109534,-0.067235
0.026941,-0.000067,2.111696,-0.068047
0.036794,-0.000114,2.113867,-0.068647
0.036794,-0.000114,2.116028,-0.069189
0.036794,-0.000114,2.118197,-0.069710
0.036794,-0.000114,2.120379,-0.070315
0.036794,-0.000114,2.122562,-0.070794
0.046646,-0.000175,2.124738,-0.071275
0.046646,-0.000175,2.126952,-0.071842
0.046646,-0.000175,2.129108,-0.072341
0.046646,-0.000175,2.131288,-0.072905
0.046646,-0.000175,2.133461,-0.073685
0.057630,-0.000255,2.135637,-0.074400
0.057630,-0.000255,2.179762,-0.150883
0.057630,-0.000255,2.181893,-0.151609
0.057630,-0.000255,2.184046,-0.152595
0.068730,-0.000355,2.186249,-0.153459
0.069855,-0.000366,2.188443,-0.154522
0.069855,-0.000366,2.190596,-0.155396
0.069855,-0.000366,2.192787,-0.156235
0.069855,-0.000366,2.194969,-0.157239
0.078863,-0.000466,2.197176,-0.158237
0.078863,-0.000466,2.199358,-0.159348
0.078863,-0.000466,2.201513,-0.160638
0.078863,-0.000466,2.198205,-0.172226
0.088878,-0.000598,2.200362,-0.173435
0.088878,-0.000598,2.202585,-0.175222
0.088878,-0.000598,2.204332,-0.176797
0.088878,-0.000598,2.206518,-0.177448
0.088878,-0.000598,2.208701,-0.178198
0.098800,-0.000756,2.210852,-0.179271
0.098800,-0.000756,2.213029,-0.180138
0.098800,-0.000756,2.215196,-0.180960
0.098800,-0.000756,2.217398,-0.181613
0.108939,-0.000935,2.219617,-0.182298
0.110087,-0.000956,2.231157,-0.201121
0.110087,-0.000956,2.233392,-0.202274
0.110087,-0.000956,2.235593,-0.204330
0.110087,-0.000956,2.237777,-0.205749
0.110087,-0.000956,2.239945,-0.206873
0.120530,-0.001165,2.242123,-0.208000
0.120530,-0.001165,2.244295,-0.209198
0.120530,-0.001165,2.246452,-0.210355
0.120530,-0.001165,2.248638,-0.211524
0.130817,-0.001397,2.260404,-0.224699
0.130817,-0.001397,2.262613,-0.225588
0.130817,-0.001397,2.264839,-0.226979
0.130817,-0.001397,2.267025,-0.228049
0.130817,-0.001397,2.269165,-0.229370
0.141181,-0.001654,2.271328,-0.230772
0.141181,-0.001654,2.273479,-0.232287
0.141181,-0.001654,2.275606,-0.234038
0.141181,-0.001654,2.277705,-0.235873
0.151537,-0.001942,2.279797,-0.237852
0.151537,-0.001942,2.285205,-0.252209
0.151537,-0.001942,2.287239,-0.253989
0.151537,-0.001942,2.289384,-0.256033
0.151537,-0.001942,2.291518,-0.258351
0.163124,-0.002310,2.293613,-0.260052
0.163124,-0.002310,2.295687,-0.262005
0.163124,-0.002310,2.297819,-0.263770
0.163124,-0.002310,2.299964,-0.265452
0.173587,-0.002686,2.302105,-0.267133
0.174733,-0.002729,2.303769,-0.275689
0.174733,-0.002729,2.305869,-0.277393
0.174733,-0.002729,2.307949,-0.279105
0.174733,-0.002729,2.310029,-0.280736
0.183923,-0.003091,2.312165,-0.282131
0.183923,-0.003091,2.314297,-0.283644
0.183923,-0.003091,2.316398,-0.285111
0.183923,-0.003091,2.318536,-0.286615
0.183923,-0.003091,2.320676,-0.288125
0.194297,-0.003530,2.322769,-0.289544
0.194297,-0.003530,2.324950,-0.290876
0.194297,-0.003530,2.320678,-0.290541
0.194297,-0.003530,2.322792,-0.292150
0.204497,-0.003991,2.324760,-0.293573
0.204497,-0.003991,2.326826,-0.294979
0.204497,-0.003991,2.328913,-0.296644
0.204497,-0.003991,2.330954,-0.298781
0.204497,-0.003991,2.333015,-0.300563
0.214798,-0.004489,2.335018,-0.302672
0.214798,-0.004489,2.337066,-0.304548
0.214798,-0.004489,2.339105,-0.306270
0.214798,-0.004489,2.332635,-0.305743
0.214798,-0.004489,2.334711,-0.307395
0.226251,-0.005088,2.336774,-0.309209
0.226251,-0.005088,2.338810,-0.311143
0.226251,-0.005088,2.340826,-0.313058
0.226251,-0.005088,2.342849,-0.314926
0.237670,-0.005731,2.344826,-0.317173
0.238792,-0.005797,2.346788,-0.319404
0.238792,-0.005797,2.348760,-0.321545
0.238792,-0.005797,2.350731,-0.323719
0.238792,-0.005797,2.341661,-0.323540
